Latitude,Longitude
41.68334929,-87.63523646
41.9163283,-87.69226878
41.81719938,-87.63921042
41.74345,-87.60258559
41.88421074,-87.65239266
41.89940218,-87.76920066
41.68068405,-87.67133076
41.79631327,-87.58089843
41.86015501,-87.71402256
41.89558459,-87.70316831
41.97685185,-87.65499969
41.73621121,-87.69284673
41.94776594,-87.65917893
41.88106668,-87.72076103
41.80171934,-87.63070362
41.9475303,-87.78215705
42.01999719,-87.67308917
41.9604303,-87.65310391
41.85250499,-87.71624361
41.89579023,-87.76187911
41.92934102,-87.67474146
41.74507186,-87.60258186
41.71061195,-87.68546108
41.76511114,-87.5902363
41.74396708,-87.56490324
41.68826563,-87.642253
41.92190758,-87.80435111
41.94890488,-87.74344382
41.77143297,-87.71871124
41.77829191,-87.70068465
41.78940447,-87.69489902
41.9383046,-87.78682713
41.96128704,-87.69279634
41.81160287,-87.67112527
41.8126563,-87.71131463
41.70530031,-87.62656152
41.69722062,-87.62205094
41.89061296,-87.71495144
41.76479413,-87.67504874
41.84680198,-87.62352713
41.89778831,-87.68689315
41.73987744,-87.56727503
41.81035759,-87.62611214
41.79665775,-87.65007836
41.76514336,-87.64841145
41.77861819,-87.60388396
41.84364786,-87.71598374
41.89415677,-87.6732262
41.77170748,-87.5691766
41.65816091,-87.54713291
41.92376347,-87.70637462
41.97641763,-87.65350016
41.92434036,-87.7745187
41.97912164,-87.65505652
41.96881041,-87.67511094
41.90047896,-87.74964206
41.74480945,-87.726785
41.77142043,-87.66157118
41.77165818,-87.65672239
41.74714797,-87.70841846
41.91027263,-87.69143663
41.7523905,-87.60036228
41.88557398,-87.65274542
41.91907312,-87.7200082
41.76474891,-87.64440192
41.75591612,-87.61019567
41.92039776,-87.71524818
41.80975644,-87.7196362
41.76797658,-87.62017753
41.90963629,-87.74530073
41.75702342,-87.64298187
41.82438807,-87.70526113
41.88155654,-87.62775854
41.75422566,-87.6028262
41.69141368,-87.66882625
41.80685843,-87.7394669
41.86657808,-87.62413446
41.92438518,-87.73494615
41.7413228,-87.6025291
41.81261053,-87.72376507
41.79522753,-87.65976039
41.7484961,-87.60637251
41.74288948,-87.67703869
41.71359942,-87.63694563
41.9095258,-87.75379553
41.77805509,-87.61074991
41.90957326,-87.75016172
41.66341452,-87.61917693
41.84417343,-87.73019642
41.73681998,-87.56517531
41.96246694,-87.6582923
41.87163099,-87.70584159
41.91064095,-87.66697251
42.01291539,-87.67468582
41.74571846,-87.54914005
41.73681998,-87.56517531
41.86630731,-87.71396318
41.75071345,-87.60031906
41.89169488,-87.62615583
41.97685185,-87.65499969
41.92623171,-87.63388835
41.75006615,-87.55489562
41.74369839,-87.56003293
41.99862905,-87.68868422
41.75917804,-87.64303941
41.81691816,-87.63356767
41.94439733,-87.78752128
41.75347586,-87.57187766
41.80197851,-87.72831102
41.71072102,-87.60124604
41.8995529,-87.62413703
41.92652359,-87.63405052
42.00087542,-87.68023289
41.75345769,-87.65018122
41.76229818,-87.56396249
41.74486875,-87.60257683
41.92750949,-87.67072903
41.99312169,-87.69461817
41.90966425,-87.74272882
41.89328168,-87.62759645
41.72169869,-87.62539649
41.74835616,-87.6342358
41.80050844,-87.68666153
41.90052759,-87.64404633
41.82387989,-87.61350386
41.71354802,-87.64298214
41.86538854,-87.73371605
41.81316184,-87.67116424
41.81151617,-87.67513914
41.8681784,-87.63045362
41.89522187,-87.68193483
41.65257634,-87.61071233
41.72417179,-87.60874211
41.8641555,-87.70682148
41.71291805,-87.55108813
41.76461238,-87.68848831
41.93883611,-87.76405675
41.89605818,-87.65480487
41.69578144,-87.65221262
41.80577414,-87.74474028
41.85139331,-87.72390352
41.91542018,-87.7199403
41.89487522,-87.76274673
41.92532312,-87.74012238
41.74788715,-87.65487959
41.69244249,-87.63543838
41.79255013,-87.58667409
41.90884995,-87.64664598
41.74883519,-87.61490719
41.89038424,-87.62410992
41.88482602,-87.76334661
41.9249901,-87.6332368
41.88286014,-87.69978636
41.84921798,-87.71126887
41.91768851,-87.68089807
41.68446013,-87.67993921
41.90884995,-87.64664598
41.93203364,-87.78329379
41.74089271,-87.60611018
41.97995989,-87.80697868
41.92974382,-87.68427378
41.91216243,-87.72762796
41.75413721,-87.62463334
41.80943088,-87.61343822
41.75705758,-87.7221763
41.73682362,-87.66308964
41.92425058,-87.74554504
41.70808813,-87.62249149
41.77512988,-87.66897832
41.89120267,-87.62022614
41.75355224,-87.64167406
41.79668083,-87.69265941
41.96566526,-87.65479112
41.76109639,-87.61837342
41.77703527,-87.67628373
41.95059826,-87.75317733
41.85988487,-87.6272553
41.87660796,-87.62764406
41.91420265,-87.63190345
41.68988512,-87.60714627
41.92671468,-87.64478241
41.91405534,-87.63339672
41.91194989,-87.70643513
41.83797421,-87.6517014
41.89500328,-87.62152816
41.74456311,-87.55844322
41.79012186,-87.6474819
41.88429575,-87.64685021
41.77226113,-87.62029137
41.74350386,-87.60501807
41.71916396,-87.63951186
41.80319925,-87.75159678
41.90462903,-87.71010311
41.74520676,-87.57221357
41.72568655,-87.57056474
41.94372037,-87.6590782
41.91446707,-87.73013761
41.90006991,-87.72012396
41.87177701,-87.6886056
41.96179254,-87.76482312
41.6889169,-87.70805239
41.92427019,-87.63579118
41.75838795,-87.61620073
41.78387278,-87.68621273
41.96137851,-87.65474101
41.68027306,-87.67287613
41.7806558,-87.65331337
41.77638653,-87.68966454
41.88574153,-87.6313445
41.88945317,-87.62799483
41.80184593,-87.73075857
41.79621064,-87.59810655
41.8557274,-87.68400592
41.84578595,-87.72946193
41.88314633,-87.74373692
41.82310029,-87.61697963
41.80177046,-87.68368174
41.94759833,-87.66524603
41.75336364,-87.64775242
41.88005659,-87.6337789
41.90613251,-87.67082522
41.97551745,-87.72956922
41.69308355,-87.52825056
41.82806387,-87.64604237
41.90020988,-87.69544208
41.65903976,-87.60340525
42.01402954,-87.67948749
41.92584665,-87.76274277
41.95344334,-87.74495705
41.76395075,-87.67107667
41.87168116,-87.72537408
41.74837539,-87.63423925
41.73338802,-87.66785888
41.76864226,-87.72494396
41.96899899,-87.77831321
41.87758381,-87.66933561
41.9365751,-87.71731557
41.9142041,-87.63349062
41.98386762,-87.66982867
41.94053074,-87.67453076
41.89914529,-87.62791022
41.87575815,-87.7377573
41.98834122,-87.65676102
41.89914529,-87.62791022
41.77963948,-87.61439847
41.77987283,-87.58645087
41.87692004,-87.70600283
41.91857831,-87.63618385
41.89523856,-87.68683072
41.90481404,-87.63001152
41.84569114,-87.62007849
41.81104521,-87.7261532
41.68480988,-87.64214721
41.98386762,-87.66982867
41.70002011,-87.61284357
41.75053814,-87.63427809
41.91405534,-87.63339672
41.8811525,-87.68734361
41.91918279,-87.71081029
41.75459296,-87.74152854
41.68162466,-87.62606654
41.99047377,-87.69367354
41.91857831,-87.63618385
41.79703498,-87.6853432
41.96208697,-87.66605434
41.91857831,-87.63618385
41.87722525,-87.71471333
41.96540407,-87.7362024
41.74521012,-87.6001618
41.88017392,-87.64731295
41.74917096,-87.74061088
41.83232928,-87.61698315
41.69390949,-87.61827583
41.93144325,-87.66715661
41.74778008,-87.66943627
41.7791534,-87.65449147
41.88350019,-87.6278767
41.92974382,-87.68427378
41.9184923,-87.71354333
41.94933263,-87.64847244
41.89994592,-87.62779856
41.78180317,-87.69102929
41.87963411,-87.73638101
41.80787058,-87.66495385
41.93158252,-87.74274717
41.79001401,-87.64139592
41.96665434,-87.7051453
41.90703235,-87.69697955
41.79079164,-87.69859991
41.92720262,-87.72072777
41.92851348,-87.69192262
41.88074339,-87.72447297
41.89250535,-87.62630482
41.8918463,-87.76344581
41.89545753,-87.71666407
41.88762081,-87.61880064
41.8117479,-87.63265922
41.85727922,-87.62391786
41.94996781,-87.655623
41.96983835,-87.74893207
41.91238479,-87.73129613
41.76525377,-87.61525555
41.95176701,-87.80603431
41.96249784,-87.75168323
41.89194817,-87.62807389
41.86854191,-87.63923536
41.99811665,-87.66719008
41.80967067,-87.59415622
41.81762024,-87.62143559
41.89144754,-87.61768188
41.87287042,-87.69718634
41.89049404,-87.72350261
41.90467411,-87.63450941
41.93543292,-87.66850434
41.84382325,-87.72209631
41.96082492,-87.78192484
41.89922315,-87.70361373
41.76429133,-87.58023536
41.95971289,-87.72166654
41.7849797,-87.73027119
42.01706318,-87.68164967
42.00441651,-87.67132237
41.89104254,-87.77074331
41.71004022,-87.66564594
41.88638227,-87.76339888
42.00557072,-87.68799602
41.79279015,-87.69377262
41.88293294,-87.66001146
41.92851348,-87.69192262
41.95317633,-87.78411934
41.8807511,-87.72385598
41.88538929,-87.62626577
42.01980371,-87.66620567
42.01923228,-87.66703966
41.8561426,-87.72113108
41.76860822,-87.62825344
41.7649009,-87.57694394
41.85762827,-87.67901275
41.76575557,-87.57629243
41.72724564,-87.55506127
41.86612426,-87.72853265
41.70547123,-87.53649328
41.8779378,-87.72896472
41.85486431,-87.72484696
41.77268594,-87.6057585
41.88189122,-87.7215133
41.90265745,-87.75825836
41.84808524,-87.70936397
41.73051584,-87.58506656
41.95090532,-87.73388942
41.70548171,-87.53286765
41.97286414,-87.70860357
41.94181419,-87.74942328
41.94181419,-87.74942328
41.92144213,-87.69496976
41.89717405,-87.70226748
41.79062895,-87.60372947
41.93433547,-87.7172526
41.90922035,-87.64023865
41.95470512,-87.7166153
41.79738493,-87.59038801
41.69902045,-87.62687197
41.70689604,-87.61131657
41.76606057,-87.57718324
41.83564279,-87.64134867
41.71801209,-87.59344203
41.74956865,-87.71352182
41.87365171,-87.70903826
41.92031312,-87.72665066
41.86539366,-87.72270958
41.71894159,-87.64314419
41.82454837,-87.61245073
41.82454837,-87.61245073
41.97639944,-87.66961935
41.71124185,-87.60330942
41.75124937,-87.60735657
41.87587636,-87.74525413
41.88540153,-87.74149071
41.90780658,-87.67561309
41.7530948,-87.65703099
41.88010075,-87.75354371
41.93931673,-87.70921414
41.88850324,-87.75292053
41.93111326,-87.67512748
41.7544749,-87.60404379
41.79002675,-87.64626182
41.76423232,-87.71316812
41.77749756,-87.72639643
41.86345487,-87.65266433
41.92799852,-87.67320816
41.8032982,-87.65319504
41.92519562,-87.66496168
41.87438042,-87.72361543
41.87693351,-87.72069769
41.90925634,-87.77529686
41.95525094,-87.66601904
41.95470512,-87.7166153
42.00087433,-87.67046876
41.9635687,-87.71199255
41.76068779,-87.67585675
41.74297413,-87.60500574
41.86064792,-87.72823918
41.87858584,-87.74596736
41.70039823,-87.62333053
41.80954356,-87.60562401
41.70592204,-87.6816043
41.74578909,-87.60576177
41.75114716,-87.61335688
41.7723929,-87.65010498
41.87693335,-87.70844452
41.90531629,-87.70931396
41.97166983,-87.74860643
41.79985068,-87.70864018
41.95621081,-87.7309206
41.87412361,-87.74380884
41.93877898,-87.75048377
41.75338279,-87.66027503
41.87406146,-87.67527623
41.67783055,-87.62050376
41.87286987,-87.69708721
41.92367262,-87.78630161
41.76113525,-87.63090097
41.78279012,-87.65458144
41.77912597,-87.69272419
41.80271557,-87.66238504
41.97284195,-87.79642792
41.88652456,-87.74428244
41.90924028,-87.65274758
41.88011173,-87.75354362
41.96365356,-87.65105469
41.8585958,-87.67448406
41.76938341,-87.68581584
41.86625886,-87.71873634
41.9112288,-87.68093446
41.89200073,-87.75426983
41.92102149,-87.69730355
41.97554801,-87.72651654
41.71651743,-87.62273193
41.77253239,-87.57646936
41.92724261,-87.74463562
41.72118063,-87.62371719
41.8584577,-87.71275413
41.90843054,-87.63850953
41.99775883,-87.68814118
41.95563437,-87.71591149
41.72215598,-87.56994348
41.8830454,-87.68285541
41.94312232,-87.64936594
41.82086487,-87.60494553
41.70661432,-87.61497093
41.77436712,-87.70610865
41.70661607,-87.61130871
41.6658625,-87.62006485
41.95045346,-87.64959269
41.67167839,-87.62727716
41.74389296,-87.56490046
41.70648608,-87.60809843
42.01109782,-87.70286469
41.92792485,-87.78315269
41.77581543,-87.61551536
41.85472273,-87.71021345
41.90347807,-87.6314331
41.69428551,-87.62315244
41.73614812,-87.62907024
41.74211762,-87.55758222
41.73692895,-87.58459275
42.01706318,-87.68164967
41.76828691,-87.68651969
41.82792124,-87.67033338
41.89594464,-87.6326983
41.73494156,-87.63191555
41.66459196,-87.62942604
41.94239675,-87.80690546
41.77220121,-87.70298072
41.80341725,-87.58579605
41.73233299,-87.58681868
41.98171424,-87.76957805
41.74102592,-87.64740733
42.02206269,-87.67484904
41.78243269,-87.66429047
41.76716285,-87.62705594
41.87208237,-87.72031444
41.94331341,-87.75284272
41.77279838,-87.59115938
41.90843054,-87.63850953
41.85829676,-87.72369481
41.71331182,-87.537693
41.87886016,-87.72641866
41.83497447,-87.6656737
41.90011238,-87.71524916
41.77494188,-87.78176751
41.78061413,-87.66303346
41.65470253,-87.60755625
41.79379635,-87.6882032
41.6587264,-87.5531971
41.89005303,-87.6287044
41.76304718,-87.74186872
41.68478979,-87.6633151
41.89542064,-87.72053941
41.75122659,-87.56379787
41.75252597,-87.59794197
41.74742873,-87.70354559
41.96196859,-87.71806377
41.89318177,-87.6345943
41.74855322,-87.62697046
41.75878715,-87.71105076
41.87597105,-87.74125093
41.78992421,-87.65719405
41.92435608,-87.73726512
41.79419961,-87.63063907
41.7418051,-87.57823003
41.77809913,-87.63382853
41.97629041,-87.90522722
41.66005937,-87.63409742
41.75882338,-87.70862407
41.77503114,-87.68096012
41.98533164,-87.78041136
41.78830428,-87.66928967
41.76363555,-87.5836079
41.92909476,-87.72201425
41.67140853,-87.65631649
41.96135877,-87.68552667
41.89079415,-87.63322102
41.73842146,-87.57574151
41.90393322,-87.62912854
41.869848,-87.77060242
41.99855496,-87.68868497
41.97750144,-87.90397973
41.74941433,-87.65977412
41.83811909,-87.72438177
41.99855496,-87.68868497
41.8839609,-87.64272245
41.93038065,-87.70955483
41.84474381,-87.63427014
41.86135928,-87.69440034
41.90823841,-87.71074029
41.94118927,-87.64048431
41.92877436,-87.74956426
41.87950297,-87.62672358
41.7184025,-87.58507523
41.94047614,-87.76054303
41.73626065,-87.59754133
41.95582944,-87.74737258
41.77667811,-87.66291314
41.68711948,-87.62439182
41.87950547,-87.62668316
41.87845845,-87.74520475
41.83110167,-87.61771601
41.89867997,-87.70665677
41.79669341,-87.70487149
41.92388034,-87.77247596
41.77289113,-87.61965751
41.8528827,-87.63552861
41.78694197,-87.71684708
41.72517526,-87.60728752
41.9570831,-87.65461746
41.68094002,-87.53574537
41.74307636,-87.61470389
41.81089989,-87.60659539
41.81119289,-87.70163019
41.88852595,-87.64432226
41.75006037,-87.65251499
41.92611036,-87.76114191
41.75459296,-87.74152854
41.89394695,-87.7592988
41.79680782,-87.66344418
41.79323487,-87.65970791
41.77252432,-87.57524503
41.90703235,-87.69697955
41.87992108,-87.65464145
42.00387477,-87.67398437
41.96423542,-87.6547732
41.86623545,-87.72051715
41.83368122,-87.61243999
41.92159339,-87.66701289
41.91708025,-87.68494222
41.92544477,-87.64948497
41.73972443,-87.57940859
41.76548458,-87.68693638
41.75032139,-87.60642521
41.82703524,-87.63384643
41.75234828,-87.60278152
41.76548458,-87.68693638
41.71355057,-87.62269135
41.87808365,-87.74169043
41.68253209,-87.65179958
41.75085666,-87.59910807
41.75461645,-87.56144115
41.76274133,-87.64920306
41.80852458,-87.60896241
41.75032872,-87.61369218
41.76482759,-87.67179709
41.92684097,-87.73541563
42.00691904,-87.69011644
41.88795692,-87.77276458
42.02172317,-87.67307131
41.90356149,-87.65350952
41.75358631,-87.55195052
41.74980644,-87.64765468
41.95394461,-87.7039062
41.73410008,-87.62092976
41.89820919,-87.71396355
41.71352852,-87.6284675
41.95324239,-87.66747375
41.80509595,-87.62597194
41.89248908,-87.70768323
41.93035573,-87.70951465
41.89444618,-87.71384198
41.90843054,-87.63850953
41.8785704,-87.7255952
41.65793106,-87.59609891
41.90860005,-87.75469662
41.96921009,-87.71338655
41.76090381,-87.6280629
41.79710544,-87.64279759
41.79847096,-87.79790056
41.85346839,-87.69914417
41.76952857,-87.66515772
41.67374617,-87.61904809
41.87591521,-87.72066335
41.84350045,-87.63423597
41.71359942,-87.63694563
41.76123345,-87.61395154
41.88415637,-87.67268282
41.86107698,-87.69644056
41.76623253,-87.66749758
41.77617094,-87.60096778
42.01386894,-87.70027988
41.9670111,-87.71576856
41.72257838,-87.66270655
41.86622945,-87.72093573
41.92851348,-87.69192262
41.88090872,-87.7117915
41.9741451,-87.90028064
41.87576937,-87.75389864
41.97594204,-87.8823291
41.92538694,-87.71579165
41.97625147,-87.81096634
41.75879535,-87.71053756
41.86755992,-87.69959968
41.91046355,-87.678591
41.73489992,-87.55552576
41.90806,-87.63849885
41.89169488,-87.62615583
41.93990585,-87.65441005
41.7969392,-87.70365153
41.87947336,-87.66675295
41.92081808,-87.6583089
41.73303621,-87.55547864
41.90909199,-87.69329269
41.70689604,-87.61131657
41.78133087,-87.61322832
41.88358043,-87.70954754
41.898209,-87.72006463
41.69239161,-87.63927241
41.80838449,-87.74806894
41.8061986,-87.65639576
41.78148116,-87.59113626
41.8790794,-87.62434142
41.95659783,-87.71544631
41.85181052,-87.70207124
41.67353866,-87.63575243
41.87711188,-87.72379142
41.94219958,-87.68812452
41.67766176,-87.65287226
41.95796398,-87.73557332
42.01987868,-87.66824735
41.70479178,-87.61492164
41.75901281,-87.56021562
41.7647704,-87.63342717
41.90060978,-87.68696387
41.70637857,-87.68225889
41.73891437,-87.64491627
42.01034291,-87.66592922
41.92652359,-87.63405052
41.76343502,-87.56529778
41.8651925,-87.65973506
41.9095099,-87.754997
41.8614393,-87.72015546
41.88114675,-87.68778433
41.7797047,-87.64750858
41.68152453,-87.63527449
42.01939827,-87.67488021
41.70692583,-87.64204588
41.76366072,-87.6881093
41.6614781,-87.63408207
41.84719847,-87.68550521
41.75318336,-87.59560729
41.87390705,-87.72543009
41.768833,-87.58441249
41.77516016,-87.68096615
41.90257886,-87.74598261
41.71293273,-87.55974255
41.75459296,-87.74152854
41.96282413,-87.7324467
41.77225688,-87.61301088
41.80898136,-87.60655105
41.88728285,-87.75689421
41.76565125,-87.62490985
41.75459296,-87.74152854
41.79994821,-87.69641541
41.69371775,-87.61218528
41.7043895,-87.62661178
41.86974916,-87.64010713
41.85075162,-87.67000224
41.94007614,-87.6424738
41.87289894,-87.69441394
41.81488494,-87.69931952
41.93439649,-87.69279718
41.87695694,-87.73608646
41.76174986,-87.7002937
41.88080408,-87.68395407
41.74498778,-87.60015333
41.76337399,-87.71379584
41.89603123,-87.76067956
41.75551382,-87.64294307
41.91436062,-87.71020317
41.7518271,-87.55923174
41.89377783,-87.76060419
41.974641,-87.90592597
41.91058325,-87.72635338
41.76772213,-87.68079224
41.8866645,-87.71606556
41.89574842,-87.62353635
41.89574828,-87.62351432
41.92446757,-87.79893559
41.86984342,-87.68490212
41.79059755,-87.61749564
41.87910409,-87.62434115
41.75821482,-87.62411934
41.84561544,-87.70383875
41.93213633,-87.69200761
41.75490351,-87.66598379
41.77173651,-87.66400571
41.88364913,-87.72698662
41.80499615,-87.60646772
41.8796073,-87.70964861
41.8908131,-87.7210609
41.98077786,-87.66702144
41.85496367,-87.62713324
41.8134842,-87.66995772
41.92768462,-87.76150635
41.88449243,-87.74187736
41.90690686,-87.74604948
41.78574315,-87.66679707
41.83138218,-87.64612429
41.89225978,-87.74691456
41.75773585,-87.61023754
41.86205652,-87.71042125
41.78869492,-87.72134421
41.75849122,-87.6099102
41.74271022,-87.63408818
41.76264216,-87.56123867
41.79522753,-87.65976039
