ID,Case Number,Date,Block,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Updated On,Latitude,Longitude
23060,JA100278,1/1/2017 6:18,046XX W MONROE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,25,2017,1/8/2017 15:48,41.87929064,-87.74159851
23059,JA100252,1/1/2017 5:19,046XX N BROADWAY,FIRST DEGREE MURDER,TAVERN,TRUE,FALSE,1914,19,46,3,2017,4/13/2017 15:51,41.96608155,-87.6579085
23061,JA102602,1/3/2017 12:20,034XX W FULTON BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1123,11,28,27,2017,1/10/2017 15:59,41.88634071,-87.7119996
23062,JA103468,1/3/2017 23:52,032XX W LEXINGTON ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1134,11,24,27,2017,1/10/2017 15:59,41.87186844,-87.70661031
23063,JA102602,1/4/2017 0:41,034XX W FULTON BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1123,11,28,27,2017,1/11/2017 15:52,41.88634071,-87.7119996
23064,JA103468,1/4/2017 5:59,032XX W LEXINGTON ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1134,11,24,27,2017,1/11/2017 15:52,41.87186844,-87.70661031
23065,JA105744,1/5/2017 23:30,008XX E 46TH ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,221,2,4,39,2017,1/12/2017 15:52,41.81136567,-87.60561072
23066,HZ564892,1/6/2017 1:43,086XX S MARYLAND AVE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,632,6,8,44,2017,1/13/2017 15:54,41.7375811,-87.60363407
23067,JA107083,1/7/2017 10:07,013XX W HASTINGS ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1233,12,2,28,2017,1/14/2017 15:49,41.86427335,-87.66023297
23068,JA109075,1/9/2017 10:07,045XX W LEXINGTON ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1131,11,24,26,2017,1/16/2017 15:50,41.87151127,-87.7385237
23069,JA109825,1/9/2017 20:20,016XX N KEYSTONE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2534,25,30,23,2017,1/16/2017 15:50,41.91032347,-87.7275682
23071,JA107908,1/11/2017 11:45,056XX N WESTERN AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2011,20,40,2,2017,1/18/2017 15:50,41.9841633,-87.68946648
23072,JA112290,1/11/2017 18:11,042XX S TALMAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,921,9,12,58,2017,1/18/2017 15:50,41.8165609,-87.69078116
23074,HZ570917,1/11/2017 12:30,056XX S ALBANY AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,824,8,14,63,2017,1/18/2017 15:50,41.79128815,-87.70105192
23073,JA113804,1/12/2017 21:31,027XX S HOMAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1032,10,22,30,2017,1/19/2017 15:56,41.84188854,-87.70984255
23076,JA114779,1/13/2017 16:09,006XX N CENTRAL AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1511,15,29,25,2017,1/20/2017 15:50,41.89207771,-87.76528749
23077,JA115261,1/13/2017 22:22,072XX S WASHTENAW AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,831,8,18,66,2017,1/20/2017 15:50,41.76229934,-87.69052009
23083,HZ283873,1/13/2017 21:24,039XX W LEXINGTON ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1132,11,24,26,2017,1/20/2017 15:50,41.87164856,-87.72388372
23078,JA115481,1/14/2017 3:48,060XX S CARPENTER ST,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,712,7,16,68,2017,1/21/2017 15:48,41.78442084,-87.65097828
23079,JA115575,1/14/2017 8:34,011XX S FRANCISCO AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1135,11,28,29,2017,1/21/2017 15:48,41.86756963,-87.69837702
23080,JA116238,1/14/2017 19:34,055XX W RICE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,37,25,2017,1/21/2017 15:48,41.89577168,-87.76422264
23081,JA116520,1/15/2017 2:00,047XX W POLK ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1131,11,24,25,2017,1/22/2017 15:47,41.87047279,-87.74362209
23082,JA116646,1/15/2017 5:50,026XX W VAN BUREN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1125,11,28,28,2017,1/22/2017 15:47,41.87602804,-87.6920695
23084,JA117533,1/16/2017 2:05,008XX N OAKLEY BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1212,12,32,24,2017,1/23/2017 15:52,41.8960152,-87.68440237
23085,JA116127,1/16/2017 13:35,004XX S CENTRAL AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,2017,1/23/2017 15:52,41.87439334,-87.76464733
23086,JA117836,1/16/2017 12:11,048XX W HUBBARD ST,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,1532,15,28,25,2017,1/23/2017 15:52,41.88867743,-87.74669759
23088,JA119925,1/17/2017 23:42,001XX N CENTRAL AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1523,15,29,25,2017,1/24/2017 15:55,41.88290476,-87.7649501
23087,JA119807,1/18/2017 0:45,000XX W 79TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,623,6,17,44,2017,1/25/2017 15:54,41.75093406,-87.62632502
23090,JA119838,1/18/2017 9:45,051XX S BLACKSTONE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,234,2,4,41,2017,1/25/2017 15:54,41.8018094,-87.59049461
23091,JA120151,1/18/2017 10:12,047XX W FLOURNOY ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1131,11,24,25,2017,1/25/2017 15:54,41.87229266,-87.74424056
23106,JA102078,1/2/2017 9:14,025XX N LOWELL AVE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2524,25,31,20,2017,3/1/2017 15:50,41.92684097,-87.73541563
23092,JA121411,1/19/2017 10:01,071XX S CARPENTER ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,733,7,17,68,2017,1/26/2017 15:48,41.76417303,-87.65044877
23094,JA122351,1/19/2017 22:13,080XX S BISHOP ST,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,612,6,21,71,2017,1/26/2017 15:48,41.74772358,-87.6597295
23095,JA120732,1/19/2017 14:28,069XX S GREEN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,733,7,17,68,2017,1/26/2017 15:48,41.76829144,-87.64571666
23093,JA122304,1/20/2017 0:30,070XX S STEWART AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,731,7,6,69,2017,1/27/2017 15:56,41.76671836,-87.63469996
23096,JA123908,1/21/2017 4:05,039XX W THOMAS ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,2017,1/28/2017 15:49,41.90085342,-87.72554925
23097,JA124376,1/21/2017 14:09,026XX W MONROE ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1125,11,2,27,2017,1/28/2017 15:49,41.8802005,-87.69277689
23098,JA124638,1/21/2017 21:16,000XX W 104TH PL,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,512,5,34,49,2017,1/28/2017 15:49,41.7044172,-87.62442522
23100,JA125217,1/22/2017 7:12,032XX E 91ST ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,424,4,10,46,2017,1/29/2017 15:49,41.73013272,-87.54620831
23105,JA123914,1/22/2017 4:02,038XX S ST LOUIS AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,911,9,12,58,2017,1/29/2017 15:49,41.82375673,-87.71179056
23101,JA126197,1/23/2017 2:25,050XX W MAYPOLE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1532,15,28,25,2017,1/30/2017 15:53,41.88437505,-87.75112907
23102,JA127038,1/23/2017 16:38,050XX S RIDGEWAY AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,821,8,14,62,2017,1/30/2017 15:53,41.80109924,-87.71726154
23103,JA127540,1/23/2017 23:36,016XX W MONROE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1224,12,2,28,2017,1/30/2017 15:53,41.88014352,-87.6682699
23110,JA123411,1/23/2017 13:30,006XX S SACRAMENTO BLVD,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1134,11,28,27,2017,1/30/2017 15:53,41.87351721,-87.70100585
23104,JA128687,1/24/2017 20:14,096XX S WOODLAWN AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,511,5,8,50,2017,1/31/2017 16:08,41.71948295,-87.59470718
23107,JA131142,1/27/2017 0:45,070XX S PRINCETON AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,731,7,6,69,2017,2/3/2017 15:57,41.7669779,-87.63225583
23108,JA132464,1/27/2017 20:27,004XX W 129TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,523,5,9,53,2017,2/3/2017 15:57,41.65818839,-87.63330526
23111,JA132726,1/28/2017 2:29,012XX N HALSTED ST,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,1822,18,32,8,2017,2/4/2017 15:47,41.90446249,-87.64811831
23112,JA134722,1/29/2017 23:30,035XX W 38TH PL,FIRST DEGREE MURDER,YARD,FALSE,FALSE,911,9,12,58,2017,2/5/2017 15:50,41.82337986,-87.71263804
23113,JA134763,1/30/2017 0:52,085XX S COLFAX AVE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,423,4,7,46,2017,2/6/2017 15:54,41.74016053,-87.56118927
23114,JA134482,1/30/2017 15:25,062XX W GRAND AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2512,25,29,19,2017,2/6/2017 15:54,41.92154783,-87.78098442
23116,JA137097,1/31/2017 20:02,045XX S PRAIRIE AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,215,2,3,38,2017,2/7/2017 15:53,41.81219759,-87.61967254
23118,JA139876,2/3/2017 2:23,039XX W FULLERTON AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2524,25,30,22,2017,2/10/2017 15:51,41.92450846,-87.72498305
23119,JA140613,2/3/2017 18:07,114XX S STEWART AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,522,5,34,49,2017,2/10/2017 15:51,41.68654917,-87.63252929
23121,JA141127,2/4/2017 4:18,021XX E 97TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,431,4,7,51,2017,2/11/2017 15:54,41.71885661,-87.57231945
23122,JA142966,2/5/2017 22:08,047XX S LEAMINGTON AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,814,8,23,56,2017,2/12/2017 15:52,41.80660813,-87.75169065
23123,JA143217,2/6/2017 7:45,025XX W 46TH ST,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,922,9,12,58,2017,3/10/2017 15:49,41.81020707,-87.68769744
23124,JA143217,2/6/2017 7:45,025XX W 46TH ST,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,922,9,12,58,2017,3/10/2017 15:49,41.81020707,-87.68769744
10836558,JA138326,2/1/2017 18:37,013XX S KEDZIE AVE,RECKLESS HOMICIDE,STREET,FALSE,FALSE,1022,10,24,29,2017,2/14/2017 15:49,41.86413787,-87.70560282
23125,JA146490,2/8/2017 15:52,002XX N CLINTON ST,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1214,12,42,28,2017,2/15/2017 15:56,41.88624116,-87.64132072
23126,JA148042,2/9/2017 22:10,053XX W FOSTER AVE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,1623,16,45,11,2017,2/16/2017 15:49,41.97518547,-87.76119564
23127,JA149504,2/11/2017 2:43,003XX N LOREL AVE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,1523,15,28,25,2017,2/18/2017 15:49,41.88625035,-87.75895272
23128,JA149608,2/11/2017 7:05,001XX N MENARD AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1512,15,29,25,2017,2/18/2017 15:49,41.88290423,-87.76985258
23129,JA150379,2/11/2017 20:40,001XX N MAYFIELD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1512,15,29,25,2017,2/18/2017 15:49,41.88271105,-87.77187401
23130,JA150989,2/12/2017 14:30,014XX W 84TH ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,614,6,21,71,2017,2/19/2017 15:47,41.74130441,-87.65969033
23131,JA150980,2/12/2017 14:31,074XX S PHILLIPS AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,334,3,7,43,2017,2/19/2017 15:47,41.75960047,-87.56477174
23145,JA120028,2/9/2017 7:00,035XX W PIERCE AVE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,1422,14,26,23,2017,6/8/2017 15:45,41.9090926,-87.71493844
23132,JA150323,2/14/2017 8:17,065XX S DR MARTIN LUTHER KING JR DR,FIRST DEGREE MURDER,PARKING LOT,TRUE,FALSE,312,3,20,42,2017,2/21/2017 16:01,41.77609266,-87.61552327
23133,JA153192,2/14/2017 9:53,041XX W 18TH ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1012,10,24,29,2017,2/21/2017 16:01,41.85698262,-87.7289565
23134,JA153356,2/14/2017 12:38,020XX E 71ST ST,FIRST DEGREE MURDER,RETAIL STORE,FALSE,FALSE,331,3,5,43,2017,2/21/2017 16:01,41.76624788,-87.57562317
23135,JA153462,2/14/2017 14:10,023XX S KENNETH AVE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,1013,10,22,29,2017,2/21/2017 16:01,41.84833417,-87.73552696
23136,JA153462,2/14/2017 14:43,023XX S KENNETH AVE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,1013,10,22,29,2017,2/21/2017 16:01,41.84833417,-87.73552696
23137,JA153540,2/14/2017 14:55,034XX W WALNUT ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1123,11,28,27,2017,2/21/2017 16:01,41.88545279,-87.71222487
23138,JA154257,2/15/2017 4:37,023XX N LAKE SHORE DR SB,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1814,18,43,7,2017,2/22/2017 15:53,41.92559227,-87.63118341
23139,JA154850,2/15/2017 14:58,039XX S ALBANY AVE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,921,9,14,58,2017,2/22/2017 15:53,41.82138182,-87.70202533
23140,JA154850,2/15/2017 14:58,039XX S ALBANY AVE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,921,9,14,58,2017,2/22/2017 15:53,41.82138182,-87.70202533
23141,JA155282,2/15/2017 21:18,030XX W MARQUETTE RD,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,831,8,15,66,2017,2/22/2017 15:53,41.77171965,-87.69974844
23146,JA150297,2/15/2017 15:48,019XX W 57TH ST,FIRST DEGREE MURDER,SCHOOL YARD,FALSE,FALSE,715,7,15,67,2017,2/22/2017 15:53,41.7902842,-87.67332122
23142,JA155936,2/16/2017 17:04,057XX W CHICAGO AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1511,15,29,25,2017,2/23/2017 15:54,41.89478925,-87.76978852
23143,JA155488,2/16/2017 5:58,040XX W MELROSE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1731,17,31,16,2017,2/23/2017 15:54,41.93999555,-87.7278498
23147,JA157521,2/17/2017 17:58,014XX W 71ST PL,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,734,7,17,67,2017,2/24/2017 15:52,41.76405616,-87.6599399
23149,JA158057,2/18/2017 4:43,045XX S WOOD ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,924,9,20,61,2017,2/25/2017 15:56,41.81174132,-87.66991334
23150,JA158660,2/18/2017 15:33,049XX W VAN BUREN ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1533,15,24,25,2017,2/25/2017 15:56,41.87493606,-87.74813043
23154,JA161320,2/20/2017 21:25,009XX E 132ND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,533,5,9,54,2017,2/27/2017 15:56,41.65596736,-87.59886579
23153,JA160296,2/20/2017 7:21,031XX W MADISON ST,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,1124,11,28,27,2017,4/14/2017 15:48,41.88099194,-87.70439499
23155,JA161556,2/21/2017 7:03,073XX S MAY ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,733,7,17,68,2017,2/28/2017 16:05,41.76098159,-87.65279174
23156,JA162627,2/21/2017 21:01,100XX S MICHIGAN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,9,49,2017,2/28/2017 16:05,41.71151952,-87.61999251
23159,JA162768,2/22/2017 1:31,045XX S COTTAGE GROVE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,221,2,4,39,2017,3/1/2017 15:52,41.81255217,-87.60663173
23160,JA162894,2/22/2017 7:45,027XX S CENTRAL PARK AVE,FIRST DEGREE MURDER,GARAGE,FALSE,FALSE,1032,10,22,30,2017,3/1/2017 15:52,41.84207415,-87.71473275
23162,JA163675,2/22/2017 19:36,009XX E 133RD ST,FIRST DEGREE MURDER,CHA PARKING LOT,FALSE,FALSE,533,5,9,54,2017,3/1/2017 15:52,41.65379241,-87.59778542
23164,JA163789,2/22/2017 21:27,091XX S EMERALD AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2223,22,21,73,2017,3/1/2017 15:52,41.72791516,-87.64217259
23165,JA163756,2/22/2017 21:09,076XX S CHAMPLAIN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,624,6,6,69,2017,3/1/2017 15:52,41.75606768,-87.60898818
23166,JA163756,2/22/2017 21:29,076XX S CHAMPLAIN AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,624,6,6,69,2017,3/1/2017 15:52,41.75606768,-87.60898818
23167,JA166401,2/25/2017 1:04,065XX S DREXEL AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,321,3,20,42,2017,3/4/2017 15:48,41.77618368,-87.60340196
23168,JA166401,2/25/2017 1:05,065XX S DREXEL AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,321,3,20,42,2017,3/4/2017 15:48,41.77618368,-87.60340196
23169,JA167398,2/26/2017 2:27,109XX S MACKINAW AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,432,4,10,52,2017,3/5/2017 15:50,41.69648162,-87.54256537
23170,JA167670,2/26/2017 11:15,013XX S KEDZIE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1022,10,24,29,2017,3/5/2017 15:50,41.86413787,-87.70560282
23173,JA173527,3/3/2017 13:45,073XX S KENWOOD AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,324,3,5,43,2017,3/10/2017 15:51,41.76162691,-87.5920945
23174,JA174700,3/4/2017 12:33,054XX W OHIO ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1523,15,37,25,2017,3/11/2017 15:50,41.89113062,-87.76135137
23175,JA177399,3/6/2017 20:00,064XX S CLAREMONT AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,825,8,15,66,2017,3/13/2017 15:48,41.77695934,-87.68222742
23176,JA177720,3/6/2017 23:57,033XX S CALIFORNIA AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,911,9,12,58,2017,3/13/2017 15:48,41.83264887,-87.69490612
23180,JA176457,3/6/2017 3:26,065XX S BISHOP ST,FIRST DEGREE MURDER,STREET,TRUE,TRUE,725,7,17,67,2017,3/21/2017 15:48,41.77529983,-87.66045653
23177,JA177763,3/7/2017 1:36,013XX W 76TH ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,612,6,17,71,2017,3/14/2017 15:58,41.75590621,-87.65770882
23178,JA177779,3/7/2017 3:11,011XX W 76TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,612,6,17,71,2017,3/14/2017 15:58,41.75598067,-87.65219221
23179,JA178212,3/7/2017 13:00,055XX S WELLS ST,FIRST DEGREE MURDER,DRIVEWAY,FALSE,FALSE,711,7,3,68,2017,3/14/2017 15:58,41.79337249,-87.63180692
23181,JA181633,3/10/2017 2:55,001XX E 51ST ST,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,231,2,3,40,2017,3/17/2017 15:52,41.8020092,-87.6220632
23182,JA181633,3/10/2017 2:55,001XX E 51ST ST,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,231,2,3,40,2017,3/17/2017 15:52,41.8020092,-87.6220632
23192,HZ532169,3/10/2017 20:23,087XX S WOOD ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2221,22,21,71,2017,3/17/2017 15:52,41.73517765,-87.66791735
23184,JA182650,3/11/2017 8:52,022XX W 21ST ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1234,12,25,31,2017,3/18/2017 15:49,41.85390633,-87.68178161
23185,JA183029,3/11/2017 6:03,005XX E 75TH ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,624,6,6,69,2017,3/18/2017 15:49,41.75847957,-87.61111249
23186,JA183978,3/11/2017 22:51,095XX S STATE ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,21,49,2017,3/18/2017 15:49,41.72112026,-87.62371785
23187,JA184066,3/12/2017 1:33,063XX N BROADWAY,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2433,24,40,77,2017,3/19/2017 15:55,41.99712523,-87.66047188
23188,JA184066,3/12/2017 8:43,063XX N BROADWAY,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2433,24,40,77,2017,3/19/2017 15:55,41.99712523,-87.66047188
23193,JA170048,3/12/2017 7:00,015XX W HASTINGS ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1233,12,2,28,2017,3/19/2017 15:55,41.86419512,-87.66516419
23189,JA185074,3/13/2017 16:44,086XX S THROOP ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,613,6,21,71,2017,3/20/2017 15:59,41.7370416,-87.65580348
23190,JA185074,3/13/2017 16:44,086XX S THROOP ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,613,6,21,71,2017,3/20/2017 15:59,41.7370416,-87.65580348
23191,JA185074,3/13/2017 16:44,086XX S THROOP ST,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,613,6,21,71,2017,3/20/2017 15:59,41.7370416,-87.65580348
23195,JA163824,3/16/2017 15:47,091XX S OGLESBY AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,413,4,7,48,2017,3/23/2017 15:53,41.72917567,-87.56701752
23163,JA163782,2/22/2017 21:00,114XX S ADA ST,FIRST DEGREE MURDER,YARD,TRUE,FALSE,2234,22,34,75,2017,4/20/2017 15:55,41.68549067,-87.65554284
23194,JA189858,3/17/2017 3:00,038XX W CHICAGO AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,2017,3/24/2017 15:51,41.89540953,-87.72154223
23196,JA190689,3/17/2017 17:49,071XX S TALMAN AVE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,831,8,18,66,2017,3/24/2017 15:51,41.76373347,-87.6893365
23197,JA192098,3/18/2017 23:51,056XX S ELIZABETH ST,FIRST DEGREE MURDER,YARD,TRUE,FALSE,713,7,16,67,2017,3/25/2017 15:46,41.79183561,-87.65602985
23198,JA193976,3/20/2017 17:00,000XX E 113TH PL,FIRST DEGREE MURDER,STREET,FALSE,FALSE,531,5,9,49,2017,3/27/2017 15:52,41.68806427,-87.62229094
23200,JA190384,3/22/2017 17:04,102XX S CALUMET AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,9,49,2017,3/29/2017 15:52,41.70840116,-87.61501696
23199,JA198985,3/24/2017 17:39,066XX S LAFLIN ST,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,725,7,17,67,2017,3/31/2017 15:54,41.77327581,-87.66161048
23201,JA200190,3/25/2017 15:24,049XX W HUBBARD ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1532,15,28,25,2017,4/1/2017 15:52,41.88865746,-87.7492392
23202,JA200746,3/26/2017 6:15,009XX W 76TH ST,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,621,6,17,71,2017,4/2/2017 15:54,41.75606201,-87.64695405
23203,JA205542,3/30/2017 3:40,079XX S PHILLIPS AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,422,4,7,46,2017,4/6/2017 15:56,41.75135547,-87.56501303
23204,JA205299,3/30/2017 14:25,051XX W CHICAGO AVE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1531,15,37,25,2017,4/6/2017 15:56,41.89494596,-87.75494476
23206,JA205263,3/30/2017 3:58,110XX S EDBROOKE AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,513,5,9,49,2017,4/6/2017 15:56,41.69374695,-87.61950056
23207,JA206252,3/30/2017 4:32,027XX E 75TH ST,FIRST DEGREE MURDER,RESTAURANT,TRUE,FALSE,334,3,7,43,2017,4/6/2017 15:56,41.76008039,-87.55818693
23208,JA206252,3/30/2017 16:32,027XX E 75TH ST,FIRST DEGREE MURDER,RESTAURANT,TRUE,FALSE,334,3,7,43,2017,4/6/2017 15:56,41.76008039,-87.55818693
23209,JA206252,3/30/2017 16:32,027XX E 75TH ST,FIRST DEGREE MURDER,RESTAURANT,TRUE,FALSE,334,3,7,43,2017,4/6/2017 15:56,41.76008039,-87.55818693
23210,JA206252,3/30/2017 16:32,027XX E 75TH ST,FIRST DEGREE MURDER,RESTAURANT,TRUE,FALSE,334,3,7,43,2017,4/6/2017 15:56,41.76008039,-87.55818693
23205,JA205999,3/30/2017 12:27,075XX S LUELLA AVE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,414,4,7,43,2017,6/23/2017 15:50,41.75845817,-87.57002285
23211,JA206745,3/31/2017 1:50,070XX S SOUTH SHORE DR,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,331,3,5,43,2017,4/7/2017 15:54,41.7668239,-87.56648168
23212,JA206745,3/31/2017 1:49,070XX S SOUTH SHORE DR,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,331,3,5,43,2017,4/7/2017 15:54,41.7668239,-87.56648168
23213,JA198984,3/31/2017 3:20,017XX W 72ND ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,735,7,17,67,2017,4/7/2017 15:54,41.7630561,-87.66680467
23215,JA207586,3/31/2017 17:12,087XX S SAGINAW AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,423,4,7,46,2017,4/7/2017 15:54,41.73659676,-87.55971877
23217,JA208230,4/1/2017 7:09,117XX S NORMAL AVE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,524,5,34,53,2017,4/8/2017 15:49,41.6808875,-87.63476521
23218,JA209253,4/2/2017 0:33,052XX W CHICAGO AVE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,28,25,2017,4/9/2017 15:57,41.894925,-87.75623415
23219,JA209299,4/2/2017 1:04,085XX S PEORIA ST,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,613,6,21,71,2017,4/9/2017 15:57,41.73884477,-87.64612615
23221,JA209975,4/2/2017 17:02,035XX W VAN BUREN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,28,27,2017,4/9/2017 15:57,41.8754072,-87.71446282
23222,JA209975,4/2/2017 17:02,035XX W VAN BUREN ST,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,28,27,2017,4/9/2017 15:57,41.8754072,-87.71446282
